Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_ADA
2022-12-26 08:00:00,Bitfinex,ADA/USD,0.25976,0.25998,0.25901,0.25956,21978.253009770477,84675.03856438
2022-12-26 07:00:00,Bitfinex,ADA/USD,0.25933,0.2598,0.25914,0.25971,88861.70330869543,342157.4190778
2022-12-26 06:00:00,Bitfinex,ADA/USD,0.26041,0.26041,0.25888,0.25938,52638.899370585896,202941.24207952
2022-12-26 05:00:00,Bitfinex,ADA/USD,0.25982,0.26056,0.25981,0.26041,54195.83500572234,208117.33422573
2022-12-26 04:00:00,Bitfinex,ADA/USD,0.26158,0.26196,0.2598,0.25992,85253.99868530275,328000.91830295
2022-12-26 03:00:00,Bitfinex,ADA/USD,0.2619,0.26289,0.26015,0.26153,384984.0365682493,1472045.41187722
2022-12-26 02:00:00,Bitfinex,ADA/USD,0.25924,0.26247,0.25924,0.26205,288753.1650239614,1101901.03042916
2022-12-26 01:00:00,Bitfinex,ADA/USD,0.25895,0.25916,0.25782,0.25916,114846.69496120876,443149.77219173
2022-12-26 00:00:00,Bitfinex,ADA/USD,0.25944,0.25956,0.25846,0.2589,156405.74813468708,604116.44702467
2022-12-25 23:00:00,Bitfinex,ADA/USD,0.25834,0.25968,0.25833,0.2595,91534.05825704438,352732.40176125
2022-12-25 22:00:00,Bitfinex,ADA/USD,0.25905,0.26025,0.25822,0.25831,97908.70300087774,379035.66645069
2022-12-25 21:00:00,Bitfinex,ADA/USD,0.2566,0.25922,0.2566,0.25899,73881.92735085296,285269.42102341
2022-12-25 20:00:00,Bitfinex,ADA/USD,0.25722,0.25722,0.25623,0.2565,36473.88640735219,142198.38755302998
2022-12-25 19:00:00,Bitfinex,ADA/USD,0.25587,0.25722,0.25487,0.25722,129795.67225263186,504609.56477969
2022-12-25 18:00:00,Bitfinex,ADA/USD,0.25586,0.25636,0.25573,0.25585,20298.83308772816,79338.8043296
2022-12-25 17:00:00,Bitfinex,ADA/USD,0.25711,0.25728,0.25562,0.25586,42443.924259259846,165887.29875424
2022-12-25 16:00:00,Bitfinex,ADA/USD,0.2568,0.25719,0.25603,0.2571,73667.22881145954,286531.42283726
2022-12-25 15:00:00,Bitfinex,ADA/USD,0.2577,0.2589,0.25687,0.2569,44167.24844374325,171923.8942925
2022-12-25 14:00:00,Bitfinex,ADA/USD,0.25805,0.25824,0.2553,0.25754,105113.71429026476,408145.19798969
2022-12-25 13:00:00,Bitfinex,ADA/USD,0.25874,0.25876,0.25796,0.258,43537.05669218112,168748.28175264
2022-12-25 12:00:00,Bitfinex,ADA/USD,0.25828,0.25929,0.25827,0.25869,76705.30054278144,296514.36291616
2022-12-25 11:00:00,Bitfinex,ADA/USD,0.25836,0.2592,0.25752,0.25833,94682.72851718082,366518.51707963
2022-12-25 10:00:00,Bitfinex,ADA/USD,0.25938,0.25938,0.25751,0.25835,152928.19372560672,591941.91494332
2022-12-25 09:00:00,Bitfinex,ADA/USD,0.25901,0.25959,0.2584,0.25938,117640.53661579256,453545.13307037
2022-12-25 08:00:00,Bitfinex,ADA/USD,0.25913,0.25943,0.25884,0.25904,16947.7777146626,65425.33089354
2022-12-25 07:00:00,Bitfinex,ADA/USD,0.2595,0.25976,0.25893,0.25908,78065.70982616207,301318.93556493
2022-12-25 06:00:00,Bitfinex,ADA/USD,0.25971,0.26012,0.25929,0.25944,33819.423388983465,130355.47097203
2022-12-25 05:00:00,Bitfinex,ADA/USD,0.25968,0.25968,0.25848,0.25949,29874.966288736152,115129.54753068
2022-12-25 04:00:00,Bitfinex,ADA/USD,0.25952,0.2598,0.25944,0.25968,28576.77147953069,110046.1008916
2022-12-25 03:00:00,Bitfinex,ADA/USD,0.25922,0.26029,0.25922,0.25951,26957.266585402285,103877.56381412
2022-12-25 02:00:00,Bitfinex,ADA/USD,0.26016,0.26016,0.25903,0.25905,18921.12363118083,73040.43092523
2022-12-25 01:00:00,Bitfinex,ADA/USD,0.26029,0.26032,0.25979,0.26019,57424.18884912533,220700.98331652
2022-12-25 00:00:00,Bitfinex,ADA/USD,0.25944,0.26015,0.2592,0.26004,144114.2427771804,554200.2875603
2022-12-24 23:00:00,Bitfinex,ADA/USD,0.25931,0.26046,0.25895,0.25946,46693.964494122905,179965.94655871
2022-12-24 22:00:00,Bitfinex,ADA/USD,0.25866,0.25946,0.25853,0.25927,96433.606444308,371942.78722686
2022-12-24 21:00:00,Bitfinex,ADA/USD,0.25971,0.25975,0.25839,0.25854,97199.57399134654,375955.65092963
2022-12-24 20:00:00,Bitfinex,ADA/USD,0.25893,0.25982,0.25893,0.25978,75413.42913069358,290297.28666831
2022-12-24 19:00:00,Bitfinex,ADA/USD,0.25881,0.25982,0.25881,0.25898,89549.49657524267,345777.65300503
2022-12-24 18:00:00,Bitfinex,ADA/USD,0.25866,0.25901,0.25845,0.2586,35785.67052773358,138382.3299603
2022-12-24 17:00:00,Bitfinex,ADA/USD,0.25822,0.25897,0.25792,0.25863,123520.55631037876,477595.62429099
2022-12-24 16:00:00,Bitfinex,ADA/USD,0.2587,0.25878,0.25816,0.25825,29267.727815154027,113330.98863564
2022-12-24 15:00:00,Bitfinex,ADA/USD,0.25865,0.25926,0.25805,0.25885,65558.39843501088,253267.90973541
2022-12-24 14:00:00,Bitfinex,ADA/USD,0.2584,0.25887,0.25788,0.2586,53092.67480997766,205308.10057996
2022-12-24 13:00:00,Bitfinex,ADA/USD,0.25872,0.2591,0.25836,0.2584,22978.69454806509,88926.83648632
2022-12-24 12:00:00,Bitfinex,ADA/USD,0.25788,0.25867,0.25788,0.25867,22328.220063424786,86319.32602708
2022-12-24 11:00:00,Bitfinex,ADA/USD,0.25777,0.25823,0.25755,0.25779,37674.93562258159,146145.83817286
2022-12-24 10:00:00,Bitfinex,ADA/USD,0.25762,0.2585,0.25759,0.25782,78751.41579004473,305451.15115214
2022-12-24 09:00:00,Bitfinex,ADA/USD,0.25717,0.25787,0.25713,0.25758,40752.40173739817,158212.60089059
2022-12-24 08:00:00,Bitfinex,ADA/USD,0.25944,0.25944,0.25692,0.25709,257534.9151159698,1001730.58118157
2022-12-24 07:00:00,Bitfinex,ADA/USD,0.25917,0.25971,0.25906,0.25949,101543.57693882004,391319.80784932
2022-12-24 06:00:00,Bitfinex,ADA/USD,0.25967,0.25988,0.25878,0.25917,50240.300542895326,193850.75642588
2022-12-24 05:00:00,Bitfinex,ADA/USD,0.26004,0.26033,0.25872,0.25981,129199.7189505504,497285.39683057
2022-12-24 04:00:00,Bitfinex,ADA/USD,0.26038,0.26088,0.25971,0.2601,41865.59981179216,160959.63018759
2022-12-24 03:00:00,Bitfinex,ADA/USD,0.25995,0.2607,0.25994,0.26037,25201.265169805283,96790.20305644
2022-12-24 02:00:00,Bitfinex,ADA/USD,0.25951,0.25998,0.25951,0.25994,15952.495668469255,61369.91485908
2022-12-24 01:00:00,Bitfinex,ADA/USD,0.25968,0.2598,0.2595,0.2595,9313.380228056656,35889.71186149
2022-12-24 00:00:00,Bitfinex,ADA/USD,0.25975,0.26015,0.25948,0.25956,22726.57727604388,87558.08782572
2022-12-23 23:00:00,Bitfinex,ADA/USD,0.25911,0.25989,0.25911,0.25979,24235.663321992757,93289.43886213
2022-12-23 22:00:00,Bitfinex,ADA/USD,0.25963,0.25963,0.25898,0.25926,7475.408080607407,28833.63450053
2022-12-23 21:00:00,Bitfinex,ADA/USD,0.25908,0.26016,0.25896,0.25981,59487.92618486922,228967.038162
2022-12-23 20:00:00,Bitfinex,ADA/USD,0.25982,0.26084,0.25862,0.2589,84171.58997364399,325112.35988275
2022-12-23 19:00:00,Bitfinex,ADA/USD,0.25987,0.26064,0.25959,0.25992,48421.94595181829,186295.57537634
2022-12-23 18:00:00,Bitfinex,ADA/USD,0.2597,0.26077,0.2597,0.25992,35423.06868334616,136284.50555304
2022-12-23 17:00:00,Bitfinex,ADA/USD,0.25867,0.26034,0.25867,0.25982,246374.01899897115,948248.86074579
2022-12-23 16:00:00,Bitfinex,ADA/USD,0.25818,0.25914,0.25818,0.25848,48264.51211860153,186724.35824281
2022-12-23 15:00:00,Bitfinex,ADA/USD,0.25714,0.25881,0.25687,0.25801,38896.40436400368,150755.41399172
2022-12-23 14:00:00,Bitfinex,ADA/USD,0.25855,0.25878,0.25707,0.2572,80620.97570283647,313456.35965333
2022-12-23 13:00:00,Bitfinex,ADA/USD,0.25941,0.25989,0.25651,0.25879,149185.43896651705,576472.96636855
2022-12-23 12:00:00,Bitfinex,ADA/USD,0.25896,0.25986,0.25879,0.25944,82874.29542400745,319435.30459454
2022-12-23 11:00:00,Bitfinex,ADA/USD,0.2611,0.26144,0.25868,0.25886,91850.04400939276,354825.17194388
2022-12-23 10:00:00,Bitfinex,ADA/USD,0.26002,0.26139,0.26002,0.26106,150576.7533738574,576789.83135623
2022-12-23 09:00:00,Bitfinex,ADA/USD,0.2597,0.26012,0.25914,0.25998,32207.218057451573,123883.44510136
2022-12-23 08:00:00,Bitfinex,ADA/USD,0.26038,0.26066,0.25932,0.2597,78480.86405893294,302198.16734283
2022-12-23 07:00:00,Bitfinex,ADA/USD,0.2592,0.26086,0.2589,0.26036,100261.06908229116,385086.30005489
2022-12-23 06:00:00,Bitfinex,ADA/USD,0.25896,0.25983,0.25857,0.2592,88688.72623403778,342163.29565601
2022-12-23 05:00:00,Bitfinex,ADA/USD,0.26052,0.26093,0.2587,0.2589,233850.11147478528,903244.9265152
2022-12-23 04:00:00,Bitfinex,ADA/USD,0.26196,0.26224,0.26031,0.26051,56192.69993243249,215702.65990723
2022-12-23 03:00:00,Bitfinex,ADA/USD,0.26015,0.26219,0.25978,0.26186,194053.76640155484,741059.2163811
2022-12-23 02:00:00,Bitfinex,ADA/USD,0.25796,0.26448,0.25796,0.25993,302497.47864143207,1163765.16231844
2022-12-23 01:00:00,Bitfinex,ADA/USD,0.25623,0.25841,0.25578,0.25779,166476.83027242596,645784.67074916
2022-12-23 00:00:00,Bitfinex,ADA/USD,0.25698,0.25801,0.25572,0.25626,177799.4402569215,693824.39809928
2022-12-22 23:00:00,Bitfinex,ADA/USD,0.25631,0.25721,0.256,0.25668,128169.14012328949,499334.34674805
2022-12-22 22:00:00,Bitfinex,ADA/USD,0.25659,0.25716,0.25564,0.2565,63154.52538634985,246216.47324113
2022-12-22 21:00:00,Bitfinex,ADA/USD,0.25537,0.25652,0.25462,0.25648,87238.20029119556,340136.46401745
2022-12-22 20:00:00,Bitfinex,ADA/USD,0.25102,0.25652,0.25102,0.25534,203851.64219359608,798353.73303672
2022-12-22 19:00:00,Bitfinex,ADA/USD,0.2509,0.25148,0.2506,0.25098,46080.52844392204,183602.39239749
2022-12-22 18:00:00,Bitfinex,ADA/USD,0.25026,0.25109,0.2499,0.25093,75397.10011830053,300470.64965648
2022-12-22 17:00:00,Bitfinex,ADA/USD,0.25164,0.2519,0.24945,0.25032,95575.76924377488,381814.35460121
2022-12-22 16:00:00,Bitfinex,ADA/USD,0.24829,0.25235,0.24808,0.2514,107690.91296111788,428364.80891455
2022-12-22 15:00:00,Bitfinex,ADA/USD,0.2498,0.2498,0.2467,0.24855,79669.70589504263,320537.94365336
2022-12-22 14:00:00,Bitfinex,ADA/USD,0.25224,0.25227,0.2497,0.24995,59717.346393929525,238917.16900952
2022-12-22 13:00:00,Bitfinex,ADA/USD,0.25313,0.25336,0.25191,0.25233,98211.09340072398,389216.87235257
2022-12-22 12:00:00,Bitfinex,ADA/USD,0.2529,0.254,0.2529,0.25309,93315.37253140305,368704.30491684
2022-12-22 11:00:00,Bitfinex,ADA/USD,0.25274,0.25361,0.25224,0.25288,32426.46319837519,128228.6586459
2022-12-22 10:00:00,Bitfinex,ADA/USD,0.25326,0.25354,0.25279,0.25279,26795.797556235837,106000.22768399
2022-12-22 09:00:00,Bitfinex,ADA/USD,0.25296,0.25368,0.25265,0.25314,118891.86453566403,469668.42275288
2022-12-22 08:00:00,Bitfinex,ADA/USD,0.25276,0.25304,0.25197,0.25296,33599.020509769776,132823.4523631
2022-12-22 07:00:00,Bitfinex,ADA/USD,0.25194,0.25263,0.25136,0.25236,70058.96984128935,277615.19195312
2022-12-22 06:00:00,Bitfinex,ADA/USD,0.25271,0.25278,0.25171,0.25218,31955.609539099933,126717.46188873
2022-12-22 05:00:00,Bitfinex,ADA/USD,0.25332,0.25338,0.25261,0.25261,25032.697097990516,99096.22381533
2022-12-22 04:00:00,Bitfinex,ADA/USD,0.25392,0.25409,0.25333,0.25346,36527.77287788728,144116.51889011
2022-12-22 03:00:00,Bitfinex,ADA/USD,0.25343,0.25392,0.2531,0.25374,35007.9097716529,137967.64314516
2022-12-22 02:00:00,Bitfinex,ADA/USD,0.2533,0.25356,0.25302,0.25356,46456.39652720378,183216.5819814
2022-12-22 01:00:00,Bitfinex,ADA/USD,0.2541,0.25464,0.25333,0.25339,83807.08708841565,330743.46694193
2022-12-22 00:00:00,Bitfinex,ADA/USD,0.25347,0.25427,0.25253,0.25404,73310.23761910235,288577.53747088
2022-12-21 23:00:00,Bitfinex,ADA/USD,0.25242,0.25362,0.252,0.25362,80854.76287813699,318802.78715455
2022-12-21 22:00:00,Bitfinex,ADA/USD,0.25183,0.25236,0.25136,0.25236,24311.644217162862,96337.15413363
2022-12-21 21:00:00,Bitfinex,ADA/USD,0.25082,0.2519,0.25082,0.25166,24216.134052414018,96225.59823736
2022-12-21 20:00:00,Bitfinex,ADA/USD,0.24986,0.25081,0.2498,0.25063,35896.31818335817,143224.34737804
2022-12-21 19:00:00,Bitfinex,ADA/USD,0.25062,0.25137,0.2497,0.25014,66570.66225316892,266133.61418873
2022-12-21 18:00:00,Bitfinex,ADA/USD,0.25092,0.25112,0.25044,0.25054,56865.3110602485,226970.98690927
2022-12-21 17:00:00,Bitfinex,ADA/USD,0.25129,0.2514,0.24998,0.25092,115941.94481553124,462067.37133561
2022-12-21 16:00:00,Bitfinex,ADA/USD,0.25245,0.25254,0.25129,0.25129,101595.29364694068,404295.01232417
2022-12-21 15:00:00,Bitfinex,ADA/USD,0.25202,0.25307,0.25199,0.25246,89013.70111040777,352585.36445539
2022-12-21 14:00:00,Bitfinex,ADA/USD,0.25309,0.2541,0.25102,0.25202,117946.9227413219,468006.20086232
2022-12-21 13:00:00,Bitfinex,ADA/USD,0.25276,0.2535,0.25223,0.25309,76133.52927542091,300816.03095903003
2022-12-21 12:00:00,Bitfinex,ADA/USD,0.25429,0.25447,0.25233,0.25256,45700.41568717074,180948.74757353
2022-12-21 11:00:00,Bitfinex,ADA/USD,0.25408,0.25443,0.25338,0.25399,32729.329478141877,128860.70112265
2022-12-21 10:00:00,Bitfinex,ADA/USD,0.25392,0.25468,0.25361,0.25407,39952.40224577323,157249.58572745
2022-12-21 09:00:00,Bitfinex,ADA/USD,0.2539,0.25403,0.25291,0.2538,70118.46883792097,276274.50290749
2022-12-21 08:00:00,Bitfinex,ADA/USD,0.25336,0.25522,0.2517,0.25409,308983.29677769606,1216038.79246604
2022-12-21 07:00:00,Bitfinex,ADA/USD,0.25173,0.25401,0.25158,0.25321,168447.7200243971,665249.08188617
2022-12-21 06:00:00,Bitfinex,ADA/USD,0.2516,0.2523,0.25111,0.25182,97754.01438650549,388190.03409779
2022-12-21 05:00:00,Bitfinex,ADA/USD,0.24989,0.25174,0.24805,0.25174,144736.78262123518,574945.50973717
2022-12-21 04:00:00,Bitfinex,ADA/USD,0.25429,0.25429,0.24917,0.24955,337431.2025375513,1352158.69580265
2022-12-21 03:00:00,Bitfinex,ADA/USD,0.25619,0.25619,0.25411,0.25458,313195.01424632745,1230242.02312172
2022-12-21 02:00:00,Bitfinex,ADA/USD,0.25702,0.25751,0.25587,0.25639,60242.93845437161,234966.02228781
2022-12-21 01:00:00,Bitfinex,ADA/USD,0.25758,0.25791,0.25694,0.25708,46805.645261274505,182066.45892825
2022-12-21 00:00:00,Bitfinex,ADA/USD,0.25888,0.25979,0.25724,0.25766,112997.4846910012,438552.6845106
2022-12-20 23:00:00,Bitfinex,ADA/USD,0.25875,0.26001,0.25874,0.25904,50477.94830832836,194865.45826254
2022-12-20 22:00:00,Bitfinex,ADA/USD,0.25862,0.25929,0.2584,0.2588,27817.381805647485,107486.01934176
2022-12-20 21:00:00,Bitfinex,ADA/USD,0.25837,0.25931,0.25823,0.25868,80741.7463259334,312129.83735091
2022-12-20 20:00:00,Bitfinex,ADA/USD,0.25877,0.25929,0.25817,0.25831,68033.42038109049,263378.96473652
2022-12-20 19:00:00,Bitfinex,ADA/USD,0.25889,0.2592,0.25851,0.25869,20011.212507495733,77355.95696585
2022-12-20 18:00:00,Bitfinex,ADA/USD,0.25813,0.25901,0.25812,0.25872,45096.63585286342,174306.72484873
2022-12-20 17:00:00,Bitfinex,ADA/USD,0.25885,0.25887,0.25803,0.25838,10856.851291210753,42018.93061077
2022-12-20 16:00:00,Bitfinex,ADA/USD,0.26004,0.26041,0.25788,0.25885,36918.038145983184,142623.28818228
2022-12-20 15:00:00,Bitfinex,ADA/USD,0.25938,0.26235,0.25908,0.26032,119474.06546435792,458950.77391041
2022-12-20 14:00:00,Bitfinex,ADA/USD,0.25783,0.2603,0.25642,0.25953,55609.59195592687,214270.38090366
2022-12-20 13:00:00,Bitfinex,ADA/USD,0.25915,0.25915,0.25764,0.25812,21140.06462338976,81900.14188513
2022-12-20 12:00:00,Bitfinex,ADA/USD,0.25914,0.26005,0.25889,0.25922,45568.18135978139,175789.6048136
2022-12-20 11:00:00,Bitfinex,ADA/USD,0.25797,0.25925,0.25787,0.25893,50201.76390562609,193881.60470253
2022-12-20 10:00:00,Bitfinex,ADA/USD,0.25889,0.25891,0.25797,0.25816,33735.45670466616,130676.54440915
2022-12-20 09:00:00,Bitfinex,ADA/USD,0.25835,0.25974,0.25826,0.2587,60048.53456879844,232116.48461074
2022-12-20 08:00:00,Bitfinex,ADA/USD,0.25782,0.25873,0.25748,0.25841,43295.021722412406,167543.90976515
2022-12-20 07:00:00,Bitfinex,ADA/USD,0.25814,0.25844,0.25704,0.25782,73522.55357464957,285170.09376561
2022-12-20 06:00:00,Bitfinex,ADA/USD,0.25701,0.25815,0.25701,0.25796,66708.20354915371,258599.02135662
2022-12-20 05:00:00,Bitfinex,ADA/USD,0.25695,0.25758,0.25657,0.25718,53810.8979895301,209234.38054876
2022-12-20 04:00:00,Bitfinex,ADA/USD,0.25533,0.25866,0.25504,0.25695,96639.50079542072,376102.35763931
2022-12-20 03:00:00,Bitfinex,ADA/USD,0.25603,0.25672,0.25498,0.25525,75943.4310034564,297525.68463646
2022-12-20 02:00:00,Bitfinex,ADA/USD,0.25464,0.25816,0.2542,0.25576,82442.14987986149,322341.84344644
2022-12-20 01:00:00,Bitfinex,ADA/USD,0.25246,0.25584,0.2522,0.25447,78665.61326464928,309135.11716371
2022-12-20 00:00:00,Bitfinex,ADA/USD,0.25309,0.25442,0.25142,0.25248,100377.29322357904,397565.32487159
2022-12-19 23:00:00,Bitfinex,ADA/USD,0.25193,0.25344,0.25159,0.25289,193123.82425564216,763667.30299989
2022-12-19 22:00:00,Bitfinex,ADA/USD,0.25564,0.25564,0.24911,0.25143,164543.87487974484,654432.14763451
2022-12-19 21:00:00,Bitfinex,ADA/USD,0.25671,0.2574,0.25572,0.25589,65037.398776475966,254161.5490112
2022-12-19 20:00:00,Bitfinex,ADA/USD,0.25523,0.25698,0.25476,0.25657,63922.95608736228,249144.31183444
2022-12-19 19:00:00,Bitfinex,ADA/USD,0.25261,0.25594,0.25261,0.25519,100473.60782631548,393720.78775154
2022-12-19 18:00:00,Bitfinex,ADA/USD,0.25741,0.25798,0.251,0.25309,106776.34410503952,421890.80605729
2022-12-19 17:00:00,Bitfinex,ADA/USD,0.26156,0.26171,0.25496,0.25741,281074.5223730173,1091933.18974794
2022-12-19 16:00:00,Bitfinex,ADA/USD,0.26297,0.26384,0.2596,0.26158,145380.82931351403,555779.60590838
2022-12-19 15:00:00,Bitfinex,ADA/USD,0.26427,0.26504,0.26343,0.26344,66305.29603934086,251690.31293403
2022-12-19 14:00:00,Bitfinex,ADA/USD,0.26396,0.26515,0.262,0.26402,125735.74311122455,476235.6757489
2022-12-19 13:00:00,Bitfinex,ADA/USD,0.26451,0.2653,0.26333,0.26406,52443.40482460264,198604.12339848
2022-12-19 12:00:00,Bitfinex,ADA/USD,0.2637,0.26536,0.26334,0.26425,47662.80509656404,180370.12335502
2022-12-19 11:00:00,Bitfinex,ADA/USD,0.26437,0.26437,0.26269,0.2637,73292.99475419307,277940.82197267
2022-12-19 10:00:00,Bitfinex,ADA/USD,0.26366,0.26474,0.26366,0.26425,38073.37124837506,144080.87511211
2022-12-19 09:00:00,Bitfinex,ADA/USD,0.26402,0.26424,0.26329,0.26367,24880.526314570823,94362.37082175
2022-12-19 08:00:00,Bitfinex,ADA/USD,0.26369,0.26433,0.26327,0.26395,36269.05799174504,137408.81982097
2022-12-19 07:00:00,Bitfinex,ADA/USD,0.26481,0.26492,0.26269,0.26388,11247.390671638012,42623.12669258
2022-12-19 06:00:00,Bitfinex,ADA/USD,0.26471,0.26483,0.26368,0.26457,24323.099849515977,91934.45912052
2022-12-19 05:00:00,Bitfinex,ADA/USD,0.26529,0.26557,0.26424,0.26448,7973.624904108259,30148.30952854
2022-12-19 04:00:00,Bitfinex,ADA/USD,0.265,0.26617,0.265,0.26527,8265.24492097085,31157.85773352
2022-12-19 03:00:00,Bitfinex,ADA/USD,0.26734,0.26754,0.26353,0.26498,163548.0270786804,617208.94814205
2022-12-19 02:00:00,Bitfinex,ADA/USD,0.26908,0.26916,0.26704,0.26734,26850.99129317195,100437.61237814
2022-12-19 01:00:00,Bitfinex,ADA/USD,0.26845,0.26962,0.26825,0.2689,55601.39885559134,206773.51749941
2022-12-19 00:00:00,Bitfinex,ADA/USD,0.26674,0.26906,0.26619,0.26847,35539.871213443635,132379.3020205
2022-12-18 23:00:00,Bitfinex,ADA/USD,0.26718,0.26909,0.26592,0.26628,37627.083730947816,141306.45835567
2022-12-18 22:00:00,Bitfinex,ADA/USD,0.26647,0.26853,0.26564,0.26706,126032.0976744065,471924.27796902
2022-12-18 21:00:00,Bitfinex,ADA/USD,0.2678,0.26783,0.26655,0.26658,27851.23862986982,104476.09959438
2022-12-18 20:00:00,Bitfinex,ADA/USD,0.26748,0.26879,0.26714,0.26827,58610.972427157874,218477.55033048
2022-12-18 19:00:00,Bitfinex,ADA/USD,0.26736,0.26789,0.26673,0.26744,29865.001576224466,111669.91316267
2022-12-18 18:00:00,Bitfinex,ADA/USD,0.26611,0.26847,0.2658,0.26736,296251.0570676331,1108060.50668624
2022-12-18 17:00:00,Bitfinex,ADA/USD,0.26472,0.2664,0.2644,0.26601,67325.6736533086,253094.521459
2022-12-18 16:00:00,Bitfinex,ADA/USD,0.26397,0.26481,0.26381,0.26469,57920.299446520265,218823.14952027
2022-12-18 15:00:00,Bitfinex,ADA/USD,0.26477,0.26526,0.26423,0.26433,28991.504782741544,109679.2069865
2022-12-18 14:00:00,Bitfinex,ADA/USD,0.26516,0.26612,0.26431,0.2648,57492.05978414289,217115.02939631
2022-12-18 13:00:00,Bitfinex,ADA/USD,0.26577,0.26577,0.26451,0.2653,7111.664390282389,26806.12284313
2022-12-18 12:00:00,Bitfinex,ADA/USD,0.26514,0.26639,0.26514,0.26596,33899.21350052761,127459.81914772
2022-12-18 11:00:00,Bitfinex,ADA/USD,0.26568,0.2658,0.2649,0.26503,31433.44461643551,118603.34534368
2022-12-18 10:00:00,Bitfinex,ADA/USD,0.26456,0.26524,0.26375,0.26524,93241.09139473006,351534.80393127
2022-12-18 09:00:00,Bitfinex,ADA/USD,0.26599,0.26599,0.26287,0.26463,25286.80498728698,95555.32247775
2022-12-18 08:00:00,Bitfinex,ADA/USD,0.268,0.268,0.26563,0.2661,353985.28096664645,1330271.63084046
2022-12-18 07:00:00,Bitfinex,ADA/USD,0.26828,0.26847,0.26779,0.26807,53931.11203120439,201182.94486964
2022-12-18 06:00:00,Bitfinex,ADA/USD,0.26815,0.26828,0.2676,0.26799,15592.511354108225,58183.18352964
2022-12-18 05:00:00,Bitfinex,ADA/USD,0.26898,0.26898,0.26803,0.26841,13463.23913813151,50159.23079666
2022-12-18 04:00:00,Bitfinex,ADA/USD,0.26898,0.27021,0.26896,0.26905,21613.746379848533,80333.56766344
2022-12-18 03:00:00,Bitfinex,ADA/USD,0.26855,0.2695,0.26825,0.26898,122673.87324283282,456070.61210065
2022-12-18 02:00:00,Bitfinex,ADA/USD,0.26832,0.2695,0.26812,0.26856,74710.23841688863,278188.25743554
2022-12-18 01:00:00,Bitfinex,ADA/USD,0.26893,0.269,0.26774,0.26832,97669.2615950459,364002.91292131
2022-12-18 00:00:00,Bitfinex,ADA/USD,0.26796,0.27222,0.26796,0.26898,209234.55490083157,777881.4592193901
2022-12-17 23:00:00,Bitfinex,ADA/USD,0.2667,0.26797,0.26563,0.26769,260836.55169326536,974397.81722614
2022-12-17 22:00:00,Bitfinex,ADA/USD,0.26441,0.26735,0.26393,0.26621,83953.74243276953,315366.5994244
2022-12-17 21:00:00,Bitfinex,ADA/USD,0.26377,0.26482,0.26347,0.26434,79840.08844041658,302035.59219345
2022-12-17 20:00:00,Bitfinex,ADA/USD,0.26356,0.26418,0.26334,0.26387,15890.138892378614,60219.57362481
2022-12-17 19:00:00,Bitfinex,ADA/USD,0.26447,0.26628,0.26305,0.2638,98901.37606855448,374910.44756844
2022-12-17 18:00:00,Bitfinex,ADA/USD,0.26283,0.26494,0.26254,0.2647,53063.29652525632,200465.79722424
2022-12-17 17:00:00,Bitfinex,ADA/USD,0.26391,0.26396,0.26197,0.26291,49904.55723530399,189816.12428323
